Start Date,End Date,Response Type,IP Address,Progress,Duration (in seconds),Finished,Recorded Date,Response ID,Recipient Last Name,Recipient First Name,Recipient Email,External Data Reference,Location Latitude,Location Longitude,Distribution Channel,User Language,Who invited you to take this survey (type in first and last name)?,Which of the following statements describes you (select all that apply).,How would you rate this product? - 1,What do you like about this product?,What do you Dislike about this product?,How could we improve this product?,WTP,About how often do you take a prescribed medication?,About how often does the person you care for need to take a prescribed medication?,How many prescribed medications do you currently take? - Selected Choice,How many prescribed medications do you currently take? - Other (type amount) - Text,How many prescribed medications does the person you care for currently take? - Selected Choice,How many prescribed medications does the person you care for currently take? - Other (type amount) - Text,About how often do you FORGET take a prescribed medication?,About how often does the person you care for FORGET to take a prescribed medication?,What do you currently use to remind you to take your medications? - Selected Choice,What do you currently use to remind you to take your medications? - Other - Text,What do you currently use to remind the person you care for to take medications? - Selected Choice,What do you currently use to remind the person you care for to take medications? - Other - Text,About how often do you take a nutritional supplement that is a pill?,How many nutritional supplements do you currently take? - Selected Choice,How many nutritional supplements do you currently take? - Other (type amount) - Text,About how often do you FORGET take your nutritional supplement(s)?,How old are you?,What is your annual Income level in USD ($)?
2/5/2025 18:32,2/5/2025 18:37,IP Address,76.86.236.121,100,336,TRUE,2/5/2025 18:37,R_3WIuaVPv9kycgTC,,,,,34.0772,-117.4506,anonymous,EN,Sydney Badal,I take nutritional supplements,7,I like that it lets you know if you have already taken your meds and that it works for multiple medications. ,,,30,,,,,,,,,,,,,Daily,1,,Rarely (maybe a couple times a year),45-54 years old,150K+
2/5/2025 18:47,2/5/2025 18:49,IP Address,192.95.118.226,100,110,TRUE,2/5/2025 18:49,R_3flKFDawCsMfZ95,,,,,34.8062,-106.7334,anonymous,EN,Sydney Badal ,I take nutritional supplements,7,Reminders ,"Connect to wall, so limits areas where medication can be stored",Battery power or rechargeable ,23,,,,,,,,,,,,,Daily,2,,At least once a week,25-34 years old,100K - 150K
2/5/2025 18:50,2/5/2025 18:50,IP Address,192.95.118.226,100,23,TRUE,2/5/2025 18:50,R_1OpFLcD36RyYtTo,,,,,34.8062,-106.7334,anonymous,EN,Sydney Badal,None of the above apply,,,,,,,,,,,,,,,,,,,,,,,
2/5/2025 18:47,2/5/2025 19:58,IP Address,66.219.236.192,100,4238,TRUE,2/5/2025 19:58,R_3MWGyud6cB2qkaB,,,,,40.2342,-111.6442,anonymous,EN,Sydney Badal,"I take prescribed medications,I take nutritional supplements",6,I like its functionality and that it integrates with your phone. ,It’s big and bulky. And ugly. ,Make it screw into the lid or something and leave the bottle upside down so it doesn’t take up any more space than the bottle already does. Make it more aesthetically pleasing ,15,Daily,,2,,,,Rarely (maybe a couple times a year),,,,,,,,,,18-24 years old,0 - 10K
2/7/2025 15:58,2/7/2025 15:59,IP Address,107.115.120.18,100,12,TRUE,2/7/2025 15:59,R_5ab3W0dZdawNhwL,,,,,33.4532,-112.0748,anonymous,EN,Ben Funk,None of the above apply,,,,,,,,,,,,,,,,,,,,,,,
2/7/2025 15:58,2/7/2025 15:59,IP Address,209.107.185.60,100,39,TRUE,2/7/2025 15:59,R_6huzZwUERvdF4Un,,,,,37.751,-97.822,anonymous,EN,Joshua Cannon,None of the above apply,,,,,,,,,,,,,,,,,,,,,,,
2/7/2025 16:02,2/7/2025 16:07,IP Address,66.219.214.30,100,310,TRUE,2/7/2025 16:07,R_1C8seudjJ8Niuwp,,,,,40.2584,-111.6591,anonymous,EN,Joshua Cannon,I take prescribed medications,,It makes tracking medicine slightly easier,"It’s a lot of overkill. It would tale up space on my desk: usually my pill bottles don’t take that much space and with all the other portable chargers and devices on my desk, I don’t need every pill bottle to have their own dedicated space ",It should mark whether or not I’ve taken a pill: the only thing I would improve about Apple Health is there may be a time after I take my pill before I mark it in the app where I forget whether I’ve taken the pill or not,1.5,Daily,,2,,,,Rarely (maybe a couple times a year),,"Phone App,Other","Apple Health (Free, and very good)",,,,,,,18-24 years old,0 - 10K
2/7/2025 16:24,2/7/2025 16:27,IP Address,66.219.214.30,100,176,TRUE,2/7/2025 16:27,R_3ZxQmHx5348mXNT,,,,,40.2584,-111.6591,anonymous,EN,Joshua Cannon,I take prescribed medications,5,It would be useful for those who are forgetful and take lots of meds.,It just doesn't really pertain to my personal needs much.,Good question. Make it so it can hold more than just one PERSCRIPTION.,15,Daily,,2,,,,Never,,Other,I just remember,,,,,,,18-24 years old,10K - 40K
2/7/2025 18:05,2/7/2025 18:06,IP Address,172.59.154.150,100,59,TRUE,2/7/2025 18:06,R_7amikUwV9tvb74t,,,,,40.6566,-111.8907,anonymous,EN,Joshua Cannon,None of the above apply,,,,,,,,,,,,,,,,,,,,,,,
2/7/2025 17:59,2/7/2025 18:28,IP Address,136.36.161.205,100,1758,TRUE,2/7/2025 18:28,R_7JgNIifNJAlx5Rv,,,,,33.4532,-112.0748,anonymous,EN,Josh Cannon,None of the above apply,,,,,,,,,,,,,,,,,,,,,,,
2/7/2025 22:48,2/7/2025 22:48,IP Address,66.219.214.30,100,37,TRUE,2/7/2025 22:48,R_37fEA2O3uj7Xtm2,,,,,40.2584,-111.6591,anonymous,EN,Josh Cannon,None of the above apply,,,,,,,,,,,,,,,,,,,,,,,
2/10/2025 5:50,2/10/2025 5:51,IP Address,136.36.101.63,100,31,TRUE,2/10/2025 5:51,R_7QGHIfay72TRMsG,,,,,40.2584,-111.6591,anonymous,EN,Testing,None of the above apply,,,,,,,,,,,,,,,,,,,,,,,
2/10/2025 6:41,2/10/2025 6:47,IP Address,98.97.42.135,100,334,TRUE,2/10/2025 6:47,R_3NKza9txepNVkit,,,,,47.6109,-122.3303,anonymous,EN,Steven Wood,"I am a Caregiver for someone who has prescribed medications,I take prescribed medications,I take nutritional supplements",7,reminders and location of meds,not a fan of tracking of any peraonal info across the internet ,it looks great for those that are looking for that help,7,,Daily,,,4,,,Daily,,,Pill organizer,,,,,,55-64 years old,
2/10/2025 8:13,2/10/2025 8:13,IP Address,66.60.115.218,100,29,TRUE,2/10/2025 8:13,R_1NJguoTjT5kNuA9,,,,,40.7611,-111.9003,anonymous,EN,Jacob Boren,None of the above apply,,,,,,,,,,,,,,,,,,,,,,,
2/10/2025 8:08,2/10/2025 8:17,IP Address,128.187.116.5,100,547,TRUE,2/10/2025 8:17,R_5lyGOiSTj6OhRQi,,,,,40.2584,-111.6591,anonymous,EN,Clarice Paulson,"I take prescribed medications,I take nutritional supplements",9,"Seems practical, takes out the risk of overmedicating ",Seems like a lot of fuss about something you could just remember to do,"Cheaper, less intense meaning smaller product/ more discrete",25,Daily,,1,,,,Rarely (maybe a couple times a year),,Other,Alarm,,,,,,,18-24 years old,10K - 40K
2/10/2025 8:23,2/10/2025 8:25,IP Address,128.187.116.22,100,98,TRUE,2/10/2025 8:25,R_3yS0CGpyzZIAESt,,,,,40.2584,-111.6591,anonymous,EN,Ellie Boren,I take nutritional supplements,6,the simplicity of it. ,that i have to plug it in somewhere ,make it portable,20,,,,,,,,,,,,,At least once a week,1,,At least once a week,25-34 years old,40K - 70K
2/10/2025 7:06,2/10/2025 8:25,IP Address,76.135.231.240,100,4718,TRUE,2/10/2025 8:25,R_6CKkWCGfNArpFfg,,,,,47.8978,-122.0693,anonymous,EN,Steven Wood,I take nutritional supplements,9,Seems useful and user friendly. ,Nothing on the prototype. ,Send reminder not just when missed but also before they need to be taken as an option. ,15,,,,,,,,,,,,,Daily,1,,Daily,35-44 years old,150K+
2/6/2025 15:15,2/10/2025 8:27,IP Address,128.187.116.32,100,321097,TRUE,2/10/2025 8:27,R_5OjE7ZLvsJhj22K,,,,,41.3092,-111.9659,anonymous,EN,Jake Boren ,None of the above apply,,,,,,,,,,,,,,,,,,,,,,,
2/10/2025 8:27,2/10/2025 8:27,IP Address,66.219.223.226,100,20,TRUE,2/10/2025 8:27,R_7e2m1nBJEac7ijm,,,,,41.0854,-111.9682,anonymous,EN,Jake Boren,None of the above apply,,,,,,,,,,,,,,,,,,,,,,,
2/10/2025 8:21,2/10/2025 8:28,IP Address,76.149.185.89,100,379,TRUE,2/10/2025 8:28,R_1rkBtbOBCqP0O6w,,,,,40.3119,-111.6959,anonymous,EN,Dominique Bohler,"I take prescribed medications,I take nutritional supplements",7,"I like that it could double as a security feature to have the alarm on the medication, this way if you live with someone who is suicidal, for example, you have built in protection. I like that it helps for people who have a lot of medications to manage.",All the features would make it expensive and since I only take two medications it's excessive for my needs.,"Make a slimmed down version. I think right now it would only sell to elderly people with poor memories and a bunch of pills and then I'm not sure elderly people would want to learn all the bells and whistles. Make something that people with one pill would buy into, maybe like a get points on the app when you take your medication and get reminders when you should refill your prescription. ",5,Daily,,2,,,,Rarely (maybe a couple times a year),,Other,Myself,,,,,,,18-24 years old,0 - 10K
2/10/2025 8:24,2/10/2025 8:29,IP Address,104.28.48.139,100,332,TRUE,2/10/2025 8:29,R_6wuEBQoAJpTlfLb,,,,,40.3769,-111.7958,anonymous,EN,Clarice Paulson,None of the above apply,,,,,,,,,,,,,,,,,,,,,,,
2/10/2025 8:28,2/10/2025 8:35,IP Address,73.63.38.42,100,440,TRUE,2/10/2025 8:35,R_3kMsYsiYHgkdkWm,,,,,40.2997,-111.6737,anonymous,EN,Jake Boren,"I take prescribed medications,I take nutritional supplements",8,I think the concept is helpful and cool. I like the escalation. ,"Sometimes I take different types of medicine (eye drops, supplements, prescription) and so it wouldn’t work for all of them. ",Have a bigger platform to accommodate different things and the ability to measure how much of each medicine I was taking to see that I took all of them (that doesn’t fit in a weekly organizer). Also this is silly but I keep my medicines on my nightstand next to my bed and they’re ugly — it would be cool if this somehow looked nice and maybe even hid my medicine a bit to make my nightstand more organized and pretty. ,19.99,Daily,,2,,,,At least once a month,,,,,,,,,,25-34 years old,40K - 70K
2/10/2025 8:42,2/10/2025 8:44,IP Address,47.209.56.171,100,103,TRUE,2/10/2025 8:44,R_7TKSFnfN8tTiMUQ,,,,,36.6217,-121.7935,anonymous,EN,Vivian Finell,None of the above apply,,,,,,,,,,,,,,,,,,,,,,,
2/10/2025 8:35,2/10/2025 8:53,IP Address,107.77.230.127,100,1077,TRUE,2/10/2025 8:53,R_5LH8ekhE790oiV4,,,,,34.0544,-118.244,anonymous,EN,Sydney Killian,I take prescribed medications,2,It has potential to be useful,"Individuals who take non-oral medication may not benefit (i.e. insulins, injections, topical medication). ","These questions need to be answered: How would the patient recalibrate the product should the patient’s therapy change? What power source does it use, and what happens it if fails? What happens if the device stops working without indication of what’s wrong?",12,Daily,,3,,,,Daily,,Calender,,,,,,,,18-24 years old,10K - 40K
2/10/2025 8:54,2/10/2025 8:57,IP Address,172.56.41.107,100,148,TRUE,2/10/2025 8:57,R_1XdNw1DZwVvTDGN,,,,,29.5,-98.6744,anonymous,EN,Vivian Finell,"I take prescribed medications,I take nutritional supplements",10,The notification and the visual cue to take medications,Might look a little funky and takes up too much space,Make it more modern and space efficient ,50,Daily,,1,,,,At least once a week,,Other,Nothing,,,,,,,25-34 years old,40K - 70K
2/10/2025 8:57,2/10/2025 8:58,IP Address,136.36.35.170,100,52,TRUE,2/10/2025 8:58,R_6Oq1k5HOJhgSG5U,,,,,40.2329,-111.6688,anonymous,EN,vivian,None of the above apply,,,,,,,,,,,,,,,,,,,,,,,
2/10/2025 8:57,2/10/2025 9:02,IP Address,71.236.179.192,100,309,TRUE,2/10/2025 9:02,R_3RWCRtYnjtpgbet,,,,,45.5221,-122.8585,anonymous,EN,Ellie Boren,I take nutritional supplements,8,I love that this is a way to help you remember if you have taken your pills/supplements for the day or not. A lot of times I forget if I have taken them or not for the day.,It appears to only be able to track one bottle/case at a time and I personally take a lot of supplements and would need a way to track multiple at a time.,Make it possible to track more than just one bottle/case at a time.,25,,,,,,,,,,,,,Daily,5,,At least once a week,25-34 years old,70K - 100K
2/10/2025 9:03,2/10/2025 9:09,IP Address,160.7.235.120,100,370,TRUE,2/10/2025 9:09,R_5ZN7ijXwuZXk6Hv,,,,,40.115,-111.6549,anonymous,EN,Ellie Maughan,I take nutritional supplements,5,"It’s probably helpful for older people, or people who take prescription medication. ",It is probably a bit much. A simple application reminder is probably sufficient for someone my age. Older people may need more hardware like this. ,Maybe create two option. Just software for younger people that integrates directly with their prescriptions. Even have an option to add children medications,5,,,,,,,,,,,,,Daily,3,,Rarely (maybe a couple times a year),35-44 years old,150K+
2/10/2025 9:18,2/10/2025 9:21,IP Address,66.219.235.64,100,174,TRUE,2/10/2025 9:21,R_1h0Bs32eIE7vqrD,,,,,40.2342,-111.6442,anonymous,EN,Vivian Finell ,"I take prescribed medications,I take nutritional supplements",8,I like that it reminds you to take your medication because I struggle to remember,N/A,N/A,30,Daily,,3,,,,At least once a week,,"Phone App,Siri/Alexa Reminders,Pill organizer",,,,,,,,18-24 years old,0 - 10K
2/10/2025 9:19,2/10/2025 9:23,IP Address,128.187.116.17,100,240,TRUE,2/10/2025 9:23,R_57I35bfIw6elJUc,,,,,40.2584,-111.6591,anonymous,EN,Josh Mickelson,I take nutritional supplements,6,helps be consistent,,old people dont always like/know how to work with phones,25,,,,,,,,,,,,,At least once a month,1,,At least once a week,18-24 years old,0 - 10K
2/10/2025 9:23,2/10/2025 9:25,IP Address,73.65.185.47,100,141,TRUE,2/10/2025 9:25,R_6ERtC79t7JrySON,,,,,40.5247,-111.8638,anonymous,EN,Joseph Christensen,I am a Caregiver for someone who has prescribed medications,10,Protection from mistakes,0,Low price,100,,Daily,,,5,,,At least once a week,,,Other,Na,,,,,45-54 years old,70K - 100K
2/10/2025 9:25,2/10/2025 9:26,IP Address,128.187.116.23,100,36,TRUE,2/10/2025 9:26,R_7n92LfV7957hQ8x,,,,,40.2584,-111.6591,anonymous,EN,Jake Boren,None of the above apply,,,,,,,,,,,,,,,,,,,,,,,
2/10/2025 9:22,2/10/2025 9:28,IP Address,66.7.118.66,100,389,TRUE,2/10/2025 9:28,R_12i2ueU3NANqOua,,,,,40.2584,-111.6591,anonymous,EN,Joseph Christensen,I take nutritional supplements,8,Looks like y’all cut out all the steps and mental load of taking medications/supplements!,"If it’s out in the open, I’d like it to have color choices to match whatever aesthetic. And if it relies on being plugged in for charging, I’ll have to get creative with keeping medicine out of sight and reach of my kids. Is there a battery powered option?",See above,45,,,,,,,,,,,,,At least once a week,2,,At least once a week,25-34 years old,10K - 40K
2/10/2025 9:33,2/10/2025 9:33,IP Address,107.122.173.12,100,21,TRUE,2/10/2025 9:33,R_3pmMBIwlu8jLeZa,,,,,39.7391,-104.9866,anonymous,EN,Jake boren,None of the above apply,,,,,,,,,,,,,,,,,,,,,,,
2/10/2025 9:34,2/10/2025 9:36,IP Address,128.187.116.10,100,84,TRUE,2/10/2025 9:36,R_6FyWNrkc5paEcIV,,,,,40.2584,-111.6591,anonymous,EN,Cam McClellan,None of the above apply,,,,,,,,,,,,,,,,,,,,,,,
2/10/2025 9:23,2/10/2025 9:36,IP Address,172.59.153.1,100,750,TRUE,2/10/2025 9:36,R_1VwlzmypufysaW2,,,,,40.6566,-111.8907,anonymous,EN,Joseph Christensen,"I take prescribed medications,I take nutritional supplements",5,I can see it being helpful for those that are forgetful. ,No real dislikes,"There needs to be an alarm if someone has already taken the medicine that day, that is a very real health concern. Also a large percentage of medication need to be taken multiple times a day so it needs to be able to manage that. ",35,Daily,,5,,,,Rarely (maybe a couple times a year),,Other,None,,,,,,,55-64 years old,70K - 100K
2/10/2025 9:35,2/10/2025 9:37,IP Address,128.187.116.23,100,116,TRUE,2/10/2025 9:37,R_6EoiaaPxVb17p3X,,,,,40.2584,-111.6591,anonymous,EN,London Roney,I take nutritional supplements,8,Taking pills regularly gets tedious to remember and this makes it simple.,Nothing,No thoughts,30,,,,,,,,,,,,,Daily,1,,At least once a month,18-24 years old,40K - 70K
2/10/2025 9:27,2/10/2025 9:37,IP Address,73.65.185.47,100,648,TRUE,2/10/2025 9:37,R_7dLpAlrTwxQCb76,,,,,40.5247,-111.8638,anonymous,EN,Janclark,I take prescribed medications,10,It would be okay,Nothing,Does it set off an alarm if you don’t take it? 91 year old grandma wants to know,60,Daily,,Other (type amount),6,,,Never,,Pill organizer,,,,,,,,65+ years old,10K - 40K
